ZINC_ID,Binding Affinity (kcal/mol)
ZINC000000075126,-9.4
ZINC000000075126,-8.5
ZINC000000075126,-9.3
ZINC000000075126,-8.5
ZINC000000083315,-6.7
ZINC000000083315,-6.7
ZINC000000083315,-6.7
ZINC000000083315,-6.7
ZINC000000083315,-6.8
ZINC000000083315,-6.7
ZINC000000085733,-7.2
ZINC000000085733,-7.2
ZINC000000085733,-7.2
ZINC000000086599,-6.3
ZINC000000086599,-6.8
ZINC000000086599,-6.7
ZINC000000086599,-6.8
ZINC000000086599,-6.5
ZINC000000086599,-6.6
ZINC000000086599,-6.7
ZINC000000086599,-6.8
ZINC000000089763,-7.8
ZINC000000089763,-7.3
ZINC000000089763,-7.9
ZINC000000089763,-7.4
ZINC000000097996,-6.6
ZINC000000097996,-6.5
ZINC000000097996,-6.7
ZINC000000105196,-6.6
ZINC000000105196,-6.6
ZINC000000105196,-6.6
ZINC000000105216,-8.2
ZINC000000105216,-8.3
ZINC000000113355,-6.1
ZINC000000113355,-6.0
ZINC000000113355,-5.9
ZINC000000113355,-6.1
ZINC000000113382,-7.0
ZINC000000113382,-6.9
ZINC000000113382,-6.8
ZINC000000113382,-6.8
ZINC000000113382,
ZINC000000113398,-7.1
ZINC000000113398,-7.2
ZINC000000113404,-6.7
ZINC000000113404,-7.7
ZINC000000113404,-6.7
ZINC000000113404,-7.7
ZINC000000113404,-7.8
ZINC000000113410,-6.8
ZINC000000113410,-6.7
ZINC000000113410,-6.8
ZINC000000113410,-6.8
ZINC000000113415,-7.0
ZINC000000113415,-7.1
ZINC000000113415,-6.6
ZINC000000113415,-7.1
ZINC000000113415,-7.0
ZINC000000113415,-7.1
ZINC000000113415,-7.1
ZINC000000113415,-7.0
ZINC000000113415,-7.0
ZINC000000113418,-7.3
ZINC000000113418,-7.4
ZINC000000113426,-7.5
ZINC000000113426,-7.5
ZINC000000113428,-7.2
ZINC000000113428,-7.2
ZINC000000113442,-5.2
ZINC000000113442,-5.2
ZINC000000113446,-5.9
ZINC000000113446,-5.8
ZINC000000113446,-5.8
ZINC000000113446,-5.8
ZINC000000113446,-5.1
ZINC000000114124,-4.5
ZINC000000114124,-4.5
ZINC000000114124,-4.4
ZINC000000114127,-4.2
ZINC000000114127,-4.2
ZINC000000114127,-4.2
ZINC000000119344,-7.1
ZINC000000119717,-8.4
ZINC000000119717,-8.3
ZINC000000119717,-8.1
ZINC000000119717,-8.3
ZINC000000119839,-7.2
ZINC000000119895,-5.9
ZINC000000119895,-5.8
ZINC000000119905,-8.0
ZINC000000119905,-8.0
ZINC000000119983,-8.7
ZINC000000119983,-8.7
ZINC000000119983,-7.5
ZINC000000119983,-7.6
ZINC000000120181,-8.9
ZINC000000120181,-7.6
ZINC000000120181,-7.7
ZINC000000120186,-8.1
ZINC000000120186,-8.6
ZINC000000120186,-7.8
ZINC000000120186,-7.3
ZINC000000120249,-6.1
ZINC000000120286,-8.1
ZINC000000120319,-7.1
ZINC000000120319,-7.2
ZINC000000121458,-6.5
ZINC000000121458,-6.7
ZINC000000121458,-6.5
ZINC000000121458,-6.6
ZINC000000121480,-8.6
ZINC000000121480,-8.6
ZINC000000121541,-8.6
ZINC000000121541,-8.8
ZINC000000121541,-8.8
ZINC000000121541,-8.7
ZINC000000121541,-8.6
ZINC000000121541,-8.7
ZINC000000121541,-8.5
ZINC000000121541,-8.6
ZINC000000125006,-6.4
ZINC000000125006,-6.4
ZINC000000125031,-9.5
ZINC000000125031,-9.3
ZINC000000129343,-6.3
ZINC000000129343,-6.5
ZINC000000129343,-6.5
ZINC000000136138,-7.7
ZINC000000136138,-8.1
ZINC000000137884,-6.2
ZINC000000137884,-6.2
ZINC000000137884,-6.9
ZINC000000154957,-6.1
ZINC000000154957,-6.1
ZINC000000154957,-6.1
ZINC000000154964,-8.0
ZINC000000154964,-8.1
ZINC000000154964,-7.7
ZINC000000154964,-7.9
ZINC000000154964,-8.1
ZINC000000154964,-7.4
ZINC000000154964,-7.0
ZINC000000155269,-7.0
ZINC000000155269,-7.0
ZINC000000155269,-6.9
ZINC000000155269,-7.0
ZINC000000155269,-7.0
ZINC000000155269,-7.0
ZINC000000155269,-7.0
ZINC000000155269,-6.9
ZINC000000155269,-7.0
ZINC000000155269,-7.1
ZINC000000155269,-7.0
ZINC000000155531,-7.0
ZINC000000155531,-7.0
ZINC000000155531,-6.8
ZINC000000155531,-6.7
ZINC000000155531,-7.1
ZINC000000155531,-7.1
ZINC000000155531,-7.1
ZINC000000155531,-6.7
ZINC000000155531,-7.1
ZINC000000155531,-7.1
ZINC000000155531,-7.1
ZINC000000155531,-7.0
ZINC000000155531,-7.1
ZINC000000155694,-5.1
ZINC000000155694,-5.1
ZINC000000155694,-4.8
ZINC000000155694,-4.9
ZINC000000155905,-4.7
ZINC000000155905,-4.8
ZINC000000155905,-4.8
ZINC000000155905,-4.8
ZINC000000155905,-4.8
ZINC000000155905,-4.5
ZINC000000156395,-7.5
ZINC000000156395,-7.6
ZINC000000156395,-7.5
ZINC000000156395,-7.5
ZINC000000156792,-7.0
ZINC000000156792,-6.8
ZINC000000156792,-7.6
ZINC000000156792,-7.4
ZINC000000156792,-7.0
ZINC000000156792,-7.0
ZINC000000156792,-7.0
ZINC000000156792,-7.0
ZINC000000156792,-6.9
ZINC000000156792,-6.8
ZINC000000156792,-7.4
ZINC000000156792,-6.9
ZINC000000156792,-6.8
ZINC000000156822,-4.6
ZINC000000157458,-6.1
ZINC000000164000,-4.3
ZINC000000266964,-6.7
ZINC000000266964,-6.7
ZINC000000266964,-6.8
ZINC000000347886,-8.4
ZINC000000388081,-4.2
ZINC000000388081,-4.1
ZINC000000388462,-5.7
ZINC000000389149,-7.4
ZINC000000389149,-7.6
ZINC000000389149,-7.6
ZINC000000389149,-7.5
ZINC000000389149,-7.5
ZINC000000389149,-7.1
ZINC000000389149,-7.5
ZINC000000389747,-7.2
ZINC000000391812,-6.0
ZINC000000391812,-5.9
ZINC000000394284,-5.9
ZINC000000394284,-5.8
ZINC000000394284,-5.7
ZINC000000395010,-6.5
ZINC000000395010,-6.5
ZINC000000402830,-7.6
ZINC000000402830,-8.3
ZINC000000402830,-7.6
ZINC000000402830,-8.3
ZINC000000402830,-7.7
ZINC000000402830,-7.5
ZINC000000402830,-7.5
ZINC000000402830,-7.6
ZINC000000402830,-7.6
ZINC000000402848,-7.4
ZINC000000402909,-8.3
ZINC000000402909,-8.2
ZINC000000402909,-8.3
ZINC000000402909,-8.2
ZINC000000402954,-7.2
ZINC000000402979,-6.2
ZINC000000402979,-7.2
ZINC000000402979,-7.6
ZINC000000402979,-7.5
ZINC000000402979,-7.6
ZINC000000402979,-7.4
ZINC000000402979,-6.6
ZINC000000402979,-7.4
ZINC000000402980,-6.8
ZINC000000402980,-6.9
ZINC000000402980,-7.0
ZINC000000402980,-6.9
ZINC000000402980,-6.8
ZINC000000402980,-7.0
ZINC000000402980,-6.9
ZINC000000402980,-6.1
ZINC000000402980,-6.7
ZINC000000402981,-6.7
ZINC000000402981,-6.8
ZINC000000402981,-6.6
ZINC000000402981,-6.8
ZINC000000402981,-6.6
ZINC000000402981,-6.8
ZINC000000402981,-6.7
ZINC000000402981,-6.6
ZINC000000402981,-6.6
ZINC000000402981,-6.6
ZINC000000403010,-8.7
ZINC000000403010,-8.5
ZINC000000403010,-8.4
ZINC000000403010,-8.7
ZINC000000403010,-8.5
ZINC000000403010,-8.7
ZINC000000403010,-8.4
ZINC000000403010,-8.7
ZINC000000403010,-8.6
ZINC000000403010,-8.7
ZINC000000403010,-8.6
ZINC000000403010,-8.5
ZINC000000403010,-8.6
ZINC000000403010,-8.3
ZINC000000403011,-8.7
ZINC000000403011,-8.7
ZINC000000403011,-8.8
ZINC000000403011,-8.8
ZINC000000403011,-8.8
ZINC000000403011,-8.6
ZINC000000403011,-8.6
ZINC000000403011,-8.7
ZINC000000403011,-8.8
ZINC000000403011,-8.7
ZINC000000403011,-8.8
ZINC000000403011,-8.7
ZINC000000403011,-8.7
ZINC000000403011,-8.7
ZINC000000403011,-8.8
ZINC000000403011,-8.8
ZINC000000403079,-6.5
ZINC000000403079,-6.5
ZINC000000403079,-6.5
ZINC000000403079,-6.5
ZINC000000403079,-6.5
ZINC000000403079,-6.5
ZINC000000403079,-6.5
ZINC000000403529,-7.6
ZINC000000403529,-8.0
ZINC000000403533,-7.5
ZINC000000403566,-8.9
ZINC000000403566,-9.2
ZINC000000403566,-10.0
ZINC000000403566,-7.9
ZINC000000403567,-5.6
ZINC000000403609,-6.8
ZINC000000403609,-6.8
ZINC000000403609,-6.7
ZINC000000403609,-6.8
ZINC000000403609,-6.9
ZINC000000403609,-6.9
ZINC000000403618,-5.1
ZINC000000403618,-5.0
ZINC000000403618,-5.0
ZINC000000403682,-7.7
ZINC000000403682,-7.5
ZINC000000403682,-7.5
ZINC000000403682,-7.4
ZINC000000403682,-7.3
ZINC000000405331,-7.9
ZINC000000405331,-8.3
ZINC000000405331,-7.9
ZINC000000405331,-8.2
ZINC000000405331,-8.0
ZINC000000490791,-8.4
ZINC000000491073,-7.1
ZINC000000508068,-7.2
ZINC000000508068,-7.3
ZINC000000508068,-7.3
ZINC000000508068,-7.2
ZINC000000508068,-6.8
ZINC000000509440,-8.1
ZINC000000509440,-8.0
ZINC000000518554,-7.0
ZINC000000518554,-7.1
ZINC000000518554,-7.9
ZINC000000518554,-6.6
ZINC000000518554,-6.3
ZINC000000518554,-6.5
ZINC000000523925,-8.4
ZINC000000523925,-8.2
ZINC000000523925,-8.1
ZINC000000523925,-8.1
ZINC000000523926,-8.2
ZINC000000523926,-8.3
ZINC000000523926,-8.5
ZINC000000523926,-8.2
ZINC000000523926,-8.3
ZINC000000523926,-8.1
ZINC000000527386,-9.0
ZINC000000527386,-8.8
ZINC000000527386,-9.4
ZINC000000527386,-8.6
ZINC000000527386,-9.2
ZINC000000527386,-8.6
ZINC000000527386,-9.0
ZINC000000527386,-9.3
ZINC000000527386,-8.5
ZINC000000527386,-8.7
ZINC000000531272,-6.6
ZINC000000531272,-6.5
ZINC000000531272,-6.4
ZINC000000531272,-6.6
ZINC000000537752,-7.7
ZINC000000537752,-8.0
ZINC000000537752,-7.8
ZINC000000537752,-7.9
ZINC000000537752,-7.6
ZINC000000537752,-7.6
ZINC000000537752,-7.6
ZINC000000537752,-7.8
ZINC000000537752,-8.0
ZINC000000537752,-7.3
ZINC000000537752,-7.8
ZINC000000537752,-7.6
ZINC000000537755,-9.5
ZINC000000537755,-9.0
ZINC000000537755,-8.9
ZINC000000537755,-9.5
ZINC000000537755,-10.0
ZINC000000537755,-9.5
ZINC000000537755,-9.3
ZINC000000537755,-9.9
ZINC000000537755,-9.6
ZINC000000537755,-9.8
ZINC000000537755,-10.4
ZINC000000537755,-9.4
ZINC000000537755,-9.5
ZINC000000537755,-9.8
ZINC000000537755,-9.3
ZINC000000537755,-10.3
ZINC000000537791,-10.5
ZINC000000537791,-10.8
ZINC000000537791,-10.4
ZINC000000537791,-10.7
ZINC000000537791,-10.8
ZINC000000537791,-10.3
ZINC000000537791,-10.9
ZINC000000537791,-10.5
ZINC000000537791,-10.2
ZINC000000537791,-10.5
ZINC000000537791,-10.2
ZINC000000537791,-10.9
ZINC000000537791,-10.7
ZINC000000537791,-10.2
ZINC000000537791,-10.6
ZINC000000537791,-10.4
ZINC000000537791,-10.6
ZINC000000537795,-9.8
ZINC000000537795,-10.0
ZINC000000537795,-9.8
ZINC000000537795,-9.8
ZINC000000537795,-9.7
ZINC000000537795,-9.7
ZINC000000537795,-9.7
ZINC000000537795,-9.9
ZINC000000537795,-9.5
ZINC000000537795,-9.5
ZINC000000537795,-9.6
ZINC000000537805,-9.5
ZINC000000537805,-9.6
ZINC000000537805,-9.6
ZINC000000537805,-9.5
ZINC000000537805,-9.7
ZINC000000537805,-9.6
ZINC000000537805,-9.5
ZINC000000537805,-9.7
ZINC000000537805,-9.7
ZINC000000537805,-9.5
ZINC000000537805,-9.6
ZINC000000537805,
ZINC000000537805,-9.6
ZINC000000537805,-9.7
ZINC000000537805,-9.6
ZINC000000537805,-9.5
ZINC000000537805,-9.5
ZINC000000537805,-9.7
ZINC000000537811,-8.6
ZINC000000537811,-8.6
ZINC000000537811,-7.9
ZINC000000537811,-8.3
ZINC000000537822,-9.1
ZINC000000537822,-8.9
ZINC000000537822,-9.0
ZINC000000537822,-8.9
ZINC000000537822,-10.2
ZINC000000537822,-9.2
ZINC000000537822,-10.3
ZINC000000537822,-9.5
ZINC000000537822,-9.0
ZINC000000537822,-10.3
ZINC000000537822,-9.4
ZINC000000537822,-10.2
ZINC000000537822,-8.9
ZINC000000537822,-9.3
ZINC000000537822,-9.5
ZINC000000537822,-9.5
ZINC000000537891,-8.6
ZINC000000537891,-8.0
ZINC000000537928,-8.0
ZINC000000537928,-8.6
ZINC000000537928,-8.3
ZINC000000537928,-8.1
ZINC000000537928,-8.3
ZINC000000537928,-7.1
ZINC000000537928,-8.9
ZINC000000537928,-9.0
ZINC000000537928,-8.8
ZINC000000537928,-7.6
ZINC000000537928,-9.0
ZINC000000537928,-8.6
ZINC000000537928,-8.6
ZINC000000537928,-8.5
ZINC000000537928,-8.1
ZINC000000537928,-8.8
ZINC000000537928,-8.3
ZINC000000537928,-8.9
ZINC000000537928,-8.4
ZINC000000537931,-8.6
ZINC000000537931,-8.4
ZINC000000537931,-9.2
ZINC000000537931,-9.0
ZINC000000537931,-8.7
ZINC000000537931,-9.1
ZINC000000537940,-10.2
ZINC000000537940,-10.6
ZINC000000537940,-10.9
ZINC000000537940,-10.3
ZINC000000537940,-10.2
ZINC000000537940,-9.6
ZINC000000537940,-10.2
ZINC000000537940,-10.6
ZINC000000537940,-10.6
ZINC000000537957,-7.1
ZINC000000537957,-6.9
ZINC000000537957,-7.1
ZINC000000537957,-7.8
ZINC000000537957,-7.4
ZINC000000537957,-7.4
ZINC000000537957,-7.3
ZINC000000537957,-7.8
ZINC000000537957,-7.1
ZINC000000537957,-7.5
ZINC000000537957,-7.5
ZINC000000537957,-7.5
ZINC000000537957,-6.9
ZINC000000537957,
ZINC000000537964,-9.0
ZINC000000537964,-9.1
ZINC000000537964,-8.8
ZINC000000537964,-8.9
ZINC000000537964,-9.1
ZINC000000537964,-9.3
ZINC000000538065,-9.3
ZINC000000538065,-9.5
ZINC000000538065,-9.7
ZINC000000538065,-9.6
ZINC000000538065,-9.3
ZINC000000538065,-9.3
ZINC000000538065,-9.3
ZINC000000538065,-9.2
ZINC000000538065,-9.7
ZINC000000538065,-9.5
ZINC000000538065,-9.5
ZINC000000538065,-9.5
ZINC000000538065,-9.7
ZINC000000538065,-9.7
ZINC000000538065,-9.2
ZINC000000538065,-9.3
ZINC000000538159,-8.5
ZINC000000538159,-8.6
ZINC000000538159,-8.5
ZINC000000538159,-8.7
ZINC000000538159,-8.2
ZINC000000538159,-8.3
ZINC000000538159,-8.6
ZINC000000538159,-8.6
ZINC000000538159,-8.3
ZINC000000538159,-8.3
ZINC000000538198,-8.6
ZINC000000538198,-8.9
ZINC000000538198,-8.4
ZINC000000538198,-8.9
ZINC000000538198,-8.7
ZINC000000538198,-8.3
ZINC000000538198,-8.2
ZINC000000538198,-8.1
ZINC000000538198,-8.2
ZINC000000538198,-8.9
ZINC000000538198,-8.1
ZINC000000538198,-9.0
ZINC000000538198,-8.8
ZINC000000538198,-8.7
ZINC000000538266,-8.3
ZINC000000538266,-7.5
ZINC000000538266,-8.2
ZINC000000538266,-8.3
ZINC000000538266,-7.4
ZINC000000538266,
ZINC000000538266,-7.4
ZINC000000538266,-7.5
ZINC000000538273,-7.8
ZINC000000538273,-8.1
ZINC000000538275,-8.7
ZINC000000538275,-8.8
ZINC000000538275,-8.6
ZINC000000538275,-8.6
ZINC000000538275,-8.7
ZINC000000538275,-8.6
ZINC000000538275,-8.7
ZINC000000538283,-6.5
ZINC000000538283,-6.9
ZINC000000538283,-6.9
ZINC000000538283,-7.0
ZINC000000538283,-6.3
ZINC000000538283,-6.6
ZINC000000538283,-7.5
ZINC000000538283,-6.5
ZINC000000538283,-6.4
ZINC000000538283,-6.7
ZINC000000538283,-6.4
ZINC000000538283,-7.1
ZINC000000538283,-6.6
ZINC000000538283,-6.5
ZINC000000538283,-7.2
ZINC000000538283,-6.7
ZINC000000538283,-6.5
ZINC000000538283,-7.4
ZINC000000538283,-7.1
ZINC000000538312,-10.2
ZINC000000538312,-11.3
ZINC000000538312,-11.3
ZINC000000538312,-10.5
ZINC000000538312,-11.7
ZINC000000538312,-11.5
ZINC000000538312,-11.4
ZINC000000538312,-11.0
ZINC000000538312,-10.9
ZINC000000538312,-10.7
ZINC000000538312,-10.4
ZINC000000538312,-11.1
ZINC000000538312,-10.6
ZINC000000538312,-11.2
ZINC000000538312,-10.6
ZINC000000538312,-11.1
ZINC000000538312,-11.8
ZINC000000538337,-9.5
ZINC000000538337,-9.8
ZINC000000538337,-9.9
ZINC000000538337,-9.7
ZINC000000538337,-9.8
ZINC000000538337,-9.5
ZINC000000538337,-9.5
ZINC000000538337,-9.8
ZINC000000538337,-9.6
ZINC000000538337,-9.9
ZINC000000538337,-9.5
ZINC000000538337,-9.3
ZINC000000538337,-9.6
ZINC000000538362,-9.2
ZINC000000538362,-8.3
ZINC000000538386,-7.6
ZINC000000538386,-7.7
ZINC000000538386,-7.5
ZINC000000538386,-7.7
ZINC000000538386,-7.2
ZINC000000538386,-7.3
ZINC000000538386,-7.7
ZINC000000538386,-7.5
ZINC000000538386,-7.7
ZINC000000538386,-7.6
ZINC000000538386,-7.2
ZINC000000538386,-7.6
ZINC000000538386,-7.7
ZINC000000538386,-7.6
ZINC000000538386,-7.9
ZINC000000538386,-7.3
ZINC000000538386,-7.0
ZINC000000538386,-7.2
ZINC000000538415,-11.4
ZINC000000538415,-11.0
ZINC000000538483,-9.5
ZINC000000538483,-9.4
ZINC000000538483,-9.8
ZINC000000538483,-9.5
ZINC000000538483,-9.6
ZINC000000538483,-9.3
ZINC000000538483,-9.5
ZINC000000538483,-9.8
ZINC000000538483,-9.9
ZINC000000538483,-9.3
ZINC000000538483,-9.8
ZINC000000538483,-9.3
ZINC000000538483,-9.5
ZINC000000538483,-9.3
ZINC000000538483,-9.6
ZINC000000538483,-9.6
ZINC000000538483,-9.5
ZINC000000538483,-9.3
ZINC000000538507,-8.6
ZINC000000538507,-8.4
ZINC000000538507,-8.5
ZINC000000538509,-8.0
ZINC000000538509,-8.0
ZINC000000538509,-8.0
ZINC000000538509,-8.0
ZINC000000538550,-9.7
ZINC000000538550,-10.4
ZINC000000538550,-10.3
ZINC000000538550,-10.1
ZINC000000538550,-9.2
ZINC000000538550,-10.3
ZINC000000538550,-10.3
ZINC000000538550,-9.8
ZINC000000538550,-10.1
ZINC000000538550,-9.5
ZINC000000538550,-10.2
ZINC000000538550,-10.1
ZINC000000538550,-10.0
ZINC000000538550,-9.9
ZINC000000538564,-9.3
ZINC000000538564,-9.3
ZINC000000538564,-9.3
ZINC000000538564,-9.2
ZINC000000538564,-9.4
ZINC000000538564,-9.3
ZINC000000538564,-9.4
ZINC000000538564,-9.3
ZINC000000538564,-9.4
ZINC000000538564,-9.3
ZINC000000538564,
ZINC000000538621,-8.3
ZINC000000538621,-8.7
ZINC000000538621,-9.2
ZINC000000538621,-9.0
ZINC000000538621,-8.0
ZINC000000538621,-8.2
ZINC000000538621,-9.1
ZINC000000538621,-9.4
ZINC000000538621,-9.2
ZINC000000538621,-8.3
ZINC000000538627,-7.6
ZINC000000538627,-7.5
ZINC000000538627,-7.6
ZINC000000538627,-7.7
ZINC000000538627,-7.4
ZINC000000538627,-7.5
ZINC000000538627,-7.7
ZINC000000538658,-8.6
ZINC000000538658,-8.5
ZINC000000538658,-10.3
ZINC000000538658,-9.7
ZINC000000538658,-10.1
ZINC000000538658,-8.5
ZINC000000538658,-10.3
ZINC000000538658,-10.4
ZINC000000538658,-8.3
ZINC000000538658,-10.8
ZINC000000538658,-10.5
ZINC000000538658,-10.1
ZINC000000538658,-11.3
ZINC000000538658,-9.7
ZINC000000579472,-8.1
ZINC000000579472,-7.6
ZINC000000579472,-8.1
ZINC000000579472,-7.5
ZINC000000579472,-7.6
ZINC000000579472,-8.2
ZINC000000584092,-8.5
ZINC000000584092,-8.6
ZINC000000584092,-8.2
ZINC000000584092,-8.4
ZINC000000584092,-8.6
ZINC000000584092,-9.0
ZINC000000584092,-8.7
ZINC000000584092,-9.0
ZINC000000584092,-8.6
ZINC000000584092,-8.6
ZINC000000584092,-8.6
ZINC000000586239,-8.6
ZINC000000586239,-8.2
ZINC000000586239,-9.0
ZINC000000586239,-7.8
ZINC000000586239,-8.6
ZINC000000586239,-7.7
ZINC000000586239,-9.1
ZINC000000586239,-8.4
ZINC000000586239,-9.7
ZINC000000586239,-9.1
ZINC000000586239,-7.9
ZINC000000586239,-9.0
ZINC000000586239,-7.7
ZINC000000586239,-8.2
ZINC000000586239,-7.5
ZINC000000586239,-8.6
ZINC000000586239,-7.1
ZINC000000586239,-8.9
ZINC000000586584,-4.8
ZINC000000586584,-4.8
ZINC000000587541,-8.1
ZINC000000587541,-8.3
ZINC000000587541,-9.2
ZINC000000591993,-6.8
ZINC000000591993,-6.8
ZINC000000591993,-6.8
ZINC000000591993,-6.8
ZINC000000591993,-6.8
ZINC000000592419,-8.1
ZINC000000592419,-8.9
ZINC000000592419,-8.6
ZINC000000592419,-9.0
ZINC000000592419,-8.6
ZINC000000592419,-8.6
ZINC000000592419,-9.0
ZINC000000592419,-8.1
ZINC000000596731,-8.0
ZINC000000596731,-8.3
ZINC000000596731,-8.5
ZINC000000596731,-8.2
ZINC000000596731,-8.1
ZINC000000596731,-8.2
ZINC000000596731,-8.4
ZINC000000596731,-8.3
ZINC000000596731,-8.4
ZINC000000596731,-8.4
ZINC000000596731,-8.2
ZINC000000596731,
ZINC000000596731,-8.2
ZINC000000596731,-8.1
ZINC000000596731,-8.1
ZINC000000596881,-8.1
ZINC000000596881,-7.5
ZINC000000596881,-8.0
ZINC000000596881,-8.2
ZINC000000596881,-7.5
ZINC000000596881,-7.5
ZINC000000596881,-8.2
ZINC000000596881,-8.1
ZINC000000596881,-8.0
ZINC000000596881,-8.1
ZINC000000596881,-8.2
ZINC000000596881,-8.2
ZINC000000596881,-8.1
ZINC000000596881,-8.2
ZINC000000597013,-10.0
ZINC000000597013,-10.0
ZINC000000597013,-9.7
ZINC000000597013,-8.6
ZINC000000597013,-9.0
ZINC000000597013,-10.0
ZINC000000597013,-9.4
ZINC000000597013,-9.9
ZINC000000597013,-9.4
ZINC000000597013,-10.0
ZINC000000597013,-9.3
ZINC000000597013,-10.0
ZINC000000597013,-9.8
ZINC000000597260,-6.6
ZINC000000597260,-6.5
ZINC000000597260,-6.5
ZINC000000597260,-6.6
ZINC000000597260,-6.7
ZINC000000597260,-6.6
ZINC000000597434,-10.3
ZINC000000597434,-9.4
ZINC000000597434,-10.6
ZINC000000597434,-8.7
ZINC000000597434,-8.5
ZINC000000597556,-7.3
ZINC000000597556,-7.0
ZINC000000597556,-6.7
ZINC000000597556,-6.8
ZINC000000597556,-7.4
ZINC000000597556,-7.0
ZINC000000598829,-10.6
ZINC000000598829,-9.9
ZINC000000598829,-9.9
ZINC000000598829,-10.4
ZINC000000598829,-9.6
ZINC000000598829,-9.5
ZINC000000598829,-9.2
ZINC000000598829,-10.6
ZINC000000598829,-10.6
ZINC000000598829,-10.0
ZINC000000598829,-9.3
ZINC000000598852,-8.4
ZINC000000598852,-8.4
ZINC000000599734,-8.3
ZINC000000599734,-8.5
ZINC000000599734,-8.2
ZINC000000599734,-8.0
ZINC000000599734,-8.5
ZINC000000599734,-7.7
ZINC000000599985,-4.1
ZINC000000600803,-6.7
ZINC000000600803,-6.8
ZINC000000600803,-6.7
ZINC000000600803,-6.8
ZINC000000600803,-6.8
ZINC000000600803,-6.6
ZINC000000600803,-6.7
ZINC000000600803,-6.7
ZINC000000600803,-6.8
ZINC000000600803,-6.8
ZINC000000601229,-8.8
ZINC000000601229,-11.4
ZINC000000601229,-10.8
ZINC000000601229,-10.7
ZINC000000601229,-8.6
ZINC000000601229,-9.0
ZINC000000601250,-7.6
ZINC000000601250,-7.3
ZINC000000601250,-7.9
ZINC000000601250,-7.7
ZINC000000601250,-8.0
ZINC000000601250,-7.9
ZINC000000601250,-7.9
ZINC000000601250,-7.9
ZINC000000601250,-7.9
ZINC000000601250,-7.8
ZINC000000601250,-7.4
ZINC000000601250,-7.8
ZINC000000601250,-7.4
ZINC000000601250,-7.8
ZINC000000601250,-7.9
ZINC000000601250,-7.8
ZINC000000601253,-8.1
ZINC000000601253,-8.2
ZINC000000601253,-8.3
ZINC000000601253,-8.1
ZINC000000601253,-8.2
ZINC000000601253,-8.3
ZINC000000601253,-8.0
ZINC000000601254,-8.3
ZINC000000601254,-8.3
ZINC000000601254,-8.7
ZINC000000601254,-7.9
ZINC000000601254,-8.6
ZINC000000601254,-7.7
ZINC000000601255,-7.4
ZINC000000601255,-7.3
ZINC000000601255,-7.4
ZINC000000601255,-7.5
ZINC000000601255,-7.5
ZINC000000601255,
ZINC000000601255,
ZINC000000601255,-7.4
ZINC000000601255,-7.3
ZINC000000601255,-7.4
ZINC000000601255,-7.2
ZINC000000601255,-7.4
ZINC000000601255,-7.6
ZINC000000601255,-7.4
ZINC000000601270,-9.4
ZINC000000601270,-9.3
ZINC000000601270,-8.9
ZINC000000601270,-9.4
ZINC000000601270,-9.7
ZINC000000601270,-8.7
ZINC000000601270,-8.9
ZINC000000601270,-9.3
ZINC000000601270,-10.3
ZINC000000601270,-9.5
ZINC000000601270,-9.2
ZINC000000601270,-9.0
ZINC000000601270,-9.0
ZINC000000601270,-8.8
ZINC000000601270,-9.1
ZINC000000601272,-8.2
ZINC000000601272,-8.1
ZINC000000601272,-8.1
ZINC000000601272,-8.2
ZINC000000601272,-7.7
ZINC000000601272,
ZINC000000601272,-8.1
ZINC000000601272,-7.4
ZINC000000601272,-8.2
ZINC000000601272,-8.3
ZINC000000601272,-9.2
ZINC000000601272,-7.8
ZINC000000601272,-9.5
ZINC000000601272,-9.5
ZINC000000601272,-7.7
ZINC000000601272,-7.7
ZINC000000601273,-7.8
ZINC000000601273,-7.9
ZINC000000601273,-7.7
ZINC000000601273,-7.9
ZINC000000601273,-7.7
ZINC000000601273,-7.9
ZINC000000601274,-10.1
ZINC000000601274,-10.7
ZINC000000601274,-10.7
ZINC000000601274,-11.1
ZINC000000601274,-11.1
ZINC000000601274,-8.8
ZINC000000601274,-10.4
ZINC000000601274,-10.7
ZINC000000601274,-10.8
ZINC000000601274,-11.2
ZINC000000601274,-10.5
ZINC000000601274,-9.9
ZINC000000601274,-10.5
ZINC000000601274,-10.8
ZINC000000601274,-10.6
ZINC000000601274,-10.8
ZINC000000601274,-10.7
ZINC000000601275,-11.0
ZINC000000601275,-10.9
ZINC000000601275,-10.6
ZINC000000601275,-10.6
ZINC000000601275,-9.4
ZINC000000601275,-11.0
ZINC000000601281,-7.5
ZINC000000601281,-7.8
ZINC000000601281,-7.7
ZINC000000601281,-7.6
ZINC000000601281,-7.2
ZINC000000601281,-7.4
ZINC000000601281,-7.1
ZINC000000601281,-8.1
ZINC000000601281,-7.5
ZINC000000601281,-7.5
ZINC000000601281,-7.9
ZINC000000601281,-7.5
ZINC000000601281,-7.5
ZINC000000601281,-7.3
ZINC000000601281,-7.8
ZINC000000601281,-7.6
ZINC000000601281,-7.7
ZINC000000601281,-7.5
ZINC000000601281,-7.4
ZINC000000601283,-8.0
ZINC000000601283,-8.1
ZINC000000601283,-8.5
ZINC000000601283,-7.9
ZINC000000601283,-7.7
ZINC000000601283,-7.7
ZINC000000601288,-8.0
ZINC000000601288,-8.4
